,target,AMT_INCOME_TOTAL_woe,CUST_FOR_MONTHS_woe,AGE_woe,EMP_YEARS_woe,NAME_FAMILY_STATUS_woe,OCCUPATION_TYPE_woe,FLAG_OWN_REALTY_woe
26,0,0.010725233643362819,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
27,0,-0.17515423171453526,0.40680767337628365,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
28,0,-0.17515423171453526,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
31,0,-0.17515423171453526,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
34,0,-0.16885745460535323,-0.14521897098977082,-0.11153225425332651,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
36,0,-0.16885745460535323,0.40680767337628365,-0.11153225425332651,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
40,0,-0.16885745460535323,0.40680767337628365,-0.11153225425332651,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
42,0,0.06873278669784459,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
43,0,0.06873278669784459,-2.9648149378529642,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
44,0,0.06873278669784459,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
45,0,0.06873278669784459,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
46,0,0.06873278669784459,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
53,0,0.06873278669784459,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
56,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.5393665197262834,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
60,0,0.06873278669784459,0.40680767337628365,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
61,0,0.06873278669784459,0.40680767337628365,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
62,0,0.06873278669784459,0.40680767337628365,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
63,0,0.06873278669784459,-1.0138628024451433,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
66,0,0.06873278669784459,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
67,0,0.06873278669784459,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
69,0,0.3169493474877584,0.40680767337628365,0.36080074944422685,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
70,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,0.19419582469083535,-0.13358880920432573
71,0,0.010725233643362819,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,0.19419582469083535,-0.13358880920432573
72,0,0.010725233643362819,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,0.19419582469083535,-0.13358880920432573
73,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,0.19419582469083535,-0.13358880920432573
75,0,0.3169493474877584,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
76,0,0.3169493474877584,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
80,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
81,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
82,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
83,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
84,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
87,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
88,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
89,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
90,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
91,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
99,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
101,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
102,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
104,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
106,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
109,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
110,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
113,0,0.3169493474877584,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
117,0,0.3169493474877584,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
119,0,0.3169493474877584,-2.9648149378529642,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
120,0,0.3169493474877584,-2.9648149378529642,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
122,0,0.3169493474877584,-2.9648149378529642,-0.2174903112174887,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
125,0,-0.3379831033119724,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,0.22879369483172188
126,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,0.22879369483172188
127,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,0.22879369483172188
129,0,-0.3379831033119724,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,0.22879369483172188
130,0,0.06873278669784459,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
134,0,0.010725233643362819,0.40680767337628365,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
135,0,0.010725233643362819,0.7159340347895307,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
136,0,0.010725233643362819,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
137,0,0.010725233643362819,-1.0138628024451433,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
139,0,0.06873278669784459,0.40680767337628365,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
141,0,0.06873278669784459,-2.9648149378529642,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
144,0,0.06873278669784459,-0.14521897098977082,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
145,0,0.06873278669784459,0.40680767337628365,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
146,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
147,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
148,0,-0.3379831033119724,0.7159340347895307,-0.2174903112174887,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
149,0,-0.3379831033119724,-1.0138628024451433,-0.2174903112174887,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
150,0,-0.16885745460535323,0.40680767337628365,-0.11153225425332651,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
152,0,-0.16885745460535323,-2.9648149378529642,-0.11153225425332651,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
153,0,-0.16885745460535323,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
154,0,-0.16885745460535323,0.40680767337628365,-0.11153225425332651,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
158,0,-0.16885745460535323,0.7159340347895307,-0.11153225425332651,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
162,0,-0.16885745460535323,-0.14521897098977082,-0.11153225425332651,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
163,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,-0.7565577576375478,-0.13358880920432573
166,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,-0.7565577576375478,-0.13358880920432573
167,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,-0.7565577576375478,-0.13358880920432573
168,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.14257630696936235,-0.7565577576375478,-0.13358880920432573
169,0,0.010725233643362819,-1.0138628024451433,0.4372996372617219,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
170,0,0.010725233643362819,-0.14521897098977082,0.4372996372617219,0.3211102737886968,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
171,0,-0.3379831033119724,-0.14521897098977082,0.013119570177962194,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
172,0,0.010725233643362819,0.40680767337628365,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
173,0,0.010725233643362819,0.40680767337628365,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
178,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
179,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
180,0,0.010725233643362819,-1.0138628024451433,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
182,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
183,0,0.010725233643362819,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
184,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
186,0,0.010725233643362819,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
189,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
191,0,0.010725233643362819,0.40680767337628365,0.36080074944422685,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
192,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
193,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
194,0,0.3169493474877584,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
197,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
198,0,0.010725233643362819,-1.0138628024451433,0.36080074944422685,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
200,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
201,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
202,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,0.32210203870401,0.19419582469083535,-0.13358880920432573
204,0,-0.3379831033119724,-0.14521897098977082,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
207,0,-0.3379831033119724,-0.14521897098977082,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
208,0,-0.3379831033119724,-1.0138628024451433,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
209,0,-0.3379831033119724,-0.14521897098977082,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
211,0,0.010725233643362819,0.7159340347895307,0.4372996372617219,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
212,0,0.010725233643362819,0.40680767337628365,0.4372996372617219,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
213,0,0.010725233643362819,0.40680767337628365,0.4372996372617219,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
216,0,0.010725233643362819,-0.14521897098977082,0.013119570177962194,0.3211102737886968,0.32210203870401,0.19419582469083535,-0.13358880920432573
217,0,-0.16885745460535323,-2.9648149378529642,0.013119570177962194,0.3211102737886968,0.32210203870401,-0.7565577576375478,-0.13358880920432573
219,0,0.3169493474877584,0.40680767337628365,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
220,0,0.3169493474877584,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
222,0,0.3169493474877584,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
224,0,0.3169493474877584,0.40680767337628365,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
225,0,0.3169493474877584,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
226,0,0.3169493474877584,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,-0.13358880920432573
228,0,0.010725233643362819,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,-0.13358880920432573
229,0,0.010725233643362819,0.40680767337628365,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,-0.13358880920432573
230,0,-0.17515423171453526,-0.14521897098977082,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
231,0,-0.17515423171453526,-0.14521897098977082,0.08819064584718576,0.3211102737886968,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
234,0,-0.16885745460535323,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
235,0,-0.16885745460535323,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
237,0,0.33026759625394936,-2.9648149378529642,-0.11153225425332651,-0.5393665197262834,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
239,0,0.010725233643362819,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
240,0,0.010725233643362819,-0.14521897098977082,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
241,0,-0.17515423171453526,-2.9648149378529642,0.0042813087962174316,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
245,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
246,0,0.010725233643362819,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,-0.13358880920432573
247,0,0.3169493474877584,0.7159340347895307,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,-0.13358880920432573
249,0,-0.3379831033119724,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
250,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
251,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
253,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.19419582469083535,-0.13358880920432573
254,0,-0.17515423171453526,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,-0.13358880920432573
255,0,-0.17515423171453526,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,0.3619954927165698,-0.13358880920432573
256,0,-0.16885745460535323,-2.9648149378529642,0.013119570177962194,0.1260105251605706,-0.07866220850252885,0.3619954927165698,-0.13358880920432573
257,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
258,0,-0.3379831033119724,0.40680767337628365,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
259,0,-0.3379831033119724,0.40680767337628365,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
263,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
266,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
267,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
268,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,0.3211102737886968,-0.14257630696936235,-0.0026247030008013533,0.22879369483172188
271,0,-0.17515423171453526,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
273,0,-0.17515423171453526,0.7159340347895307,-0.11153225425332651,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
275,0,-0.17515423171453526,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
277,0,-0.17515423171453526,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
278,0,-0.17515423171453526,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,0.32210203870401,-0.0026247030008013533,-0.13358880920432573
279,0,0.06873278669784459,-0.14521897098977082,0.013119570177962194,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
281,0,0.010725233643362819,-0.14521897098977082,0.08819064584718576,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
283,0,0.3169493474877584,0.40680767337628365,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
285,0,0.3169493474877584,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
286,0,0.3169493474877584,-1.0138628024451433,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
288,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
289,0,0.010725233643362819,0.40680767337628365,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
291,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
292,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
293,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
295,0,0.010725233643362819,0.40680767337628365,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
296,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
297,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
298,0,0.010725233643362819,-0.14521897098977082,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
299,0,0.010725233643362819,0.7159340347895307,0.36080074944422685,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
300,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
301,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
303,0,-0.3379831033119724,-0.14521897098977082,-0.2174903112174887,-0.09861531237414556,-0.07866220850252885,-0.23904712973321574,0.22879369483172188
305,0,-0.3379831033119724,-0.14521897098977082,-0.11153225425332651,0.1260105251605706,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
306,0,0.010725233643362819,0.40680767337628365,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
307,0,0.010725233643362819,-0.14521897098977082,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
308,0,0.010725233643362819,0.40680767337628365,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
309,0,0.010725233643362819,0.40680767337628365,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
310,0,0.010725233643362819,-0.14521897098977082,0.08819064584718576,-0.09861531237414556,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
313,0,0.010725233643362819,-2.9648149378529642,0.08819064584718576,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
314,0,0.010725233643362819,-1.0138628024451433,0.08819064584718576,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
317,0,0.010725233643362819,-0.14521897098977082,0.08819064584718576,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
318,0,0.010725233643362819,-0.14521897098977082,0.08819064584718576,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
320,0,0.010725233643362819,0.40680767337628365,0.08819064584718576,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
327,0,0.3169493474877584,-2.9648149378529642,-0.11153225425332651,-0.5393665197262834,-0.07866220850252885,-0.0026247030008013533,0.22879369483172188
